"date","Estado","Sigla","C6","C6_Flag"
2020-06-08,"Amapa","AP","Algumas exceções
podem sair","0"
2020-06-09,"Amapa","AP","Algumas exceções
podem sair","0"
2020-06-10,"Amapa","AP","Algumas exceções
podem sair","0"
2020-06-11,"Amapa","AP","Algumas exceções
podem sair","0"
2020-06-12,"Amapa","AP","Recomendado ficar
em casa","1"
2020-06-13,"Amapa","AP","Recomendado ficar
em casa","1"
2020-06-14,"Amapa","AP","Recomendado ficar
em casa","1"
2020-06-15,"Amapa","AP","Recomendado ficar
em casa","1"
2020-06-16,"Amapa","AP","Recomendado ficar
em casa","1"
2020-06-17,"Amapa","AP","Recomendado ficar
em casa","1"
2020-06-18,"Amapa","AP","Recomendado ficar
em casa","1"
2020-06-19,"Amapa","AP","Recomendado ficar
em casa","1"
2020-06-20,"Amapa","AP","Recomendado ficar
em casa","1"
2020-06-21,"Amapa","AP","Recomendado ficar
em casa","1"
2020-06-22,"Amapa","AP","Recomendado ficar
em casa","1"
2020-06-23,"Amapa","AP","Recomendado ficar
em casa","1"
2020-06-24,"Amapa","AP","Recomendado ficar
em casa","1"
2020-06-25,"Amapa","AP","Recomendado ficar
em casa","1"
2020-06-26,"Amapa","AP","Recomendado ficar
em casa","1"
2020-06-27,"Amapa","AP","Recomendado ficar
em casa","1"
2020-06-28,"Amapa","AP","Recomendado ficar
em casa","1"
2020-06-29,"Amapa","AP","Recomendado ficar
em casa","1"
2020-06-30,"Amapa","AP","Recomendado ficar
em casa","1"
2020-07-01,"Amapa","AP","Recomendado ficar
em casa","1"
2020-07-02,"Amapa","AP","Recomendado ficar
em casa","1"
2020-07-03,"Amapa","AP","Recomendado ficar
em casa","1"
2020-07-04,"Amapa","AP","Recomendado ficar
em casa","1"
2020-07-05,"Amapa","AP","Recomendado ficar
em casa","1"
2020-07-06,"Amapa","AP","Recomendado ficar
em casa","1"
2020-07-07,"Amapa","AP","Recomendado ficar
em casa","1"
2020-07-08,"Amapa","AP","Recomendado ficar
em casa","1"
2020-07-09,"Amapa","AP","Recomendado ficar
em casa","1"
2020-07-10,"Amapa","AP","Recomendado ficar
em casa","1"
2020-07-11,"Amapa","AP","Recomendado ficar
em casa","1"
2020-07-12,"Amapa","AP","Recomendado ficar
em casa","1"
2020-07-13,"Amapa","AP","Recomendado ficar
em casa","1"
2020-07-14,"Amapa","AP","Recomendado ficar
em casa","1"
2020-07-15,"Amapa","AP","Recomendado ficar
em casa","1"
2020-07-16,"Amapa","AP","Recomendado ficar
em casa","1"
2020-07-17,"Amapa","AP","Recomendado ficar
em casa","1"
2020-07-18,"Amapa","AP","Recomendado ficar
em casa","1"
2020-07-19,"Amapa","AP","Recomendado ficar
em casa","1"
2020-07-20,"Amapa","AP","Recomendado ficar
em casa","1"
2020-07-21,"Amapa","AP","Recomendado ficar
em casa","1"
2020-07-22,"Amapa","AP","Recomendado ficar
em casa","1"
2020-07-23,"Amapa","AP","Recomendado ficar
em casa","1"
2020-07-24,"Amapa","AP","Recomendado ficar
em casa","1"
2020-07-25,"Amapa","AP","Recomendado ficar
em casa","1"
2020-07-26,"Amapa","AP","Recomendado ficar
em casa","1"
2020-07-27,"Amapa","AP","Recomendado ficar
em casa","1"
2020-07-28,"Amapa","AP","Recomendado ficar
em casa","1"
2020-07-29,"Amapa","AP","Recomendado ficar
em casa","1"
2020-07-30,"Amapa","AP","Recomendado ficar
em casa","1"
2020-07-31,"Amapa","AP","Recomendado ficar
em casa","1"
2020-08-01,"Amapa","AP","Recomendado ficar
em casa","1"
2020-08-02,"Amapa","AP","Recomendado ficar
em casa","1"
2020-08-03,"Amapa","AP","Recomendado ficar
em casa","1"
2020-08-04,"Amapa","AP","Recomendado ficar
em casa","1"
2020-08-05,"Amapa","AP","Recomendado ficar
em casa","1"
2020-08-06,"Amapa","AP","Recomendado ficar
em casa","1"
2020-08-07,"Amapa","AP","Recomendado ficar
em casa","1"
2020-08-08,"Amapa","AP","Recomendado ficar
em casa","1"
2020-08-09,"Amapa","AP","Recomendado ficar
em casa","1"
2020-08-10,"Amapa","AP","Recomendado ficar
em casa","1"
2020-08-11,"Amapa","AP","Recomendado ficar
em casa","1"
2020-08-12,"Amapa","AP","Recomendado ficar
em casa","1"
2020-08-13,"Amapa","AP","Recomendado ficar
em casa","1"
2020-08-14,"Amapa","AP","Recomendado ficar
em casa","1"
2020-08-15,"Amapa","AP","Recomendado ficar
em casa","1"
2020-08-16,"Amapa","AP","Recomendado ficar
em casa","1"
2020-08-17,"Amapa","AP","Recomendado ficar
em casa","1"
2020-08-18,"Amapa","AP","Recomendado ficar
em casa","1"
2020-08-19,"Amapa","AP","Recomendado ficar
em casa","1"
2020-08-20,"Amapa","AP","Recomendado ficar
em casa","1"
2020-08-21,"Amapa","AP","Recomendado ficar
em casa","1"
2020-08-22,"Amapa","AP","Recomendado ficar
em casa","1"
2020-08-23,"Amapa","AP","Recomendado ficar
em casa","1"
2020-08-24,"Amapa","AP","Recomendado ficar
em casa","1"
2020-08-25,"Amapa","AP","Recomendado ficar
em casa","1"
2020-08-26,"Amapa","AP","Recomendado ficar
em casa","1"
2020-08-27,"Amapa","AP","Recomendado ficar
em casa","1"
2020-08-28,"Amapa","AP","Recomendado ficar
em casa","1"
2020-08-29,"Amapa","AP","Recomendado ficar
em casa","1"
2020-08-30,"Amapa","AP","Recomendado ficar
em casa","1"
2020-08-31,"Amapa","AP","Recomendado ficar
em casa","1"
2020-09-01,"Amapa","AP","Recomendado ficar
em casa","1"
2020-09-02,"Amapa","AP","Recomendado ficar
em casa","1"
2020-09-03,"Amapa","AP","Recomendado ficar
em casa","1"
2020-09-04,"Amapa","AP","Recomendado ficar
em casa","1"
2020-09-05,"Amapa","AP","Recomendado ficar
em casa","1"
2020-09-06,"Amapa","AP","Recomendado ficar
em casa","1"
2020-09-07,"Amapa","AP","Recomendado ficar
em casa","1"
2020-09-08,"Amapa","AP","Recomendado ficar
em casa","1"
2020-09-09,"Amapa","AP","Recomendado ficar
em casa","1"
2020-09-10,"Amapa","AP","Recomendado ficar
em casa","1"
2020-09-11,"Amapa","AP","Recomendado ficar
em casa","1"
2020-09-12,"Amapa","AP","Recomendado ficar
em casa","1"
2020-09-13,"Amapa","AP","Recomendado ficar
em casa","1"
2020-09-14,"Amapa","AP","Recomendado ficar
em casa","1"
2020-09-15,"Amapa","AP","Recomendado ficar
em casa","1"
2020-09-16,"Amapa","AP","Recomendado ficar
em casa","1"
2020-09-17,"Amapa","AP","Recomendado ficar
em casa","1"
2020-09-18,"Amapa","AP","Recomendado ficar
em casa","1"
2020-09-19,"Amapa","AP","Recomendado ficar
em casa","1"
2020-09-20,"Amapa","AP","Recomendado ficar
em casa","1"
2020-09-21,"Amapa","AP","Recomendado ficar
em casa","1"
2020-09-22,"Amapa","AP","Recomendado ficar
em casa","1"
2020-09-23,"Amapa","AP","Recomendado ficar
em casa","1"
2020-09-24,"Amapa","AP","Recomendado ficar
em casa","1"
2020-09-25,"Amapa","AP","Recomendado ficar
em casa","1"
2020-09-26,"Amapa","AP","Recomendado ficar
em casa","1"
2020-09-27,"Amapa","AP","Recomendado ficar
em casa","1"
2020-09-28,"Amapa","AP","Recomendado ficar
em casa","1"
2020-09-29,"Amapa","AP","Recomendado ficar
em casa","1"
2020-09-30,"Amapa","AP","Recomendado ficar
em casa","1"
2020-10-01,"Amapa","AP","Recomendado ficar
em casa","1"
2020-10-02,"Amapa","AP","Recomendado ficar
em casa","1"
2020-10-03,"Amapa","AP","Recomendado ficar
em casa","1"
2020-10-04,"Amapa","AP","Recomendado ficar
em casa","1"
2020-10-05,"Amapa","AP","Recomendado ficar
em casa","1"
2020-10-06,"Amapa","AP","Recomendado ficar
em casa","1"
2020-10-07,"Amapa","AP","Recomendado ficar
em casa","1"
2020-10-08,"Amapa","AP","Recomendado ficar
em casa","1"
2020-10-09,"Amapa","AP","Recomendado ficar
em casa","1"
2020-10-10,"Amapa","AP","Recomendado ficar
em casa","1"
2020-10-11,"Amapa","AP","Recomendado ficar
em casa","1"
2020-10-12,"Amapa","AP","Recomendado ficar
em casa","1"
2020-10-13,"Amapa","AP","Recomendado ficar
em casa","1"
2020-10-14,"Amapa","AP","Recomendado ficar
em casa","1"
2020-10-15,"Amapa","AP","Recomendado ficar
em casa","1"
2020-10-16,"Amapa","AP","Recomendado ficar
em casa","1"
2020-10-17,"Amapa","AP","Recomendado ficar
em casa","1"
2020-10-18,"Amapa","AP","Recomendado ficar
em casa","1"
2020-10-19,"Amapa","AP","Recomendado ficar
em casa","1"
2020-10-20,"Amapa","AP","Recomendado ficar
em casa","1"
2020-10-21,"Amapa","AP","Recomendado ficar
em casa","1"
2020-10-22,"Amapa","AP","Recomendado ficar
em casa","1"
2020-10-23,"Amapa","AP","Recomendado ficar
em casa","1"
2020-10-24,"Amapa","AP","Recomendado ficar
em casa","1"
2020-10-25,"Amapa","AP","Recomendado ficar
em casa","1"
2020-10-26,"Amapa","AP","Recomendado ficar
em casa","1"
2020-10-27,"Amapa","AP","Recomendado ficar
em casa","1"
2020-10-28,"Amapa","AP","Algumas exceções
podem sair","1"
2020-10-29,"Amapa","AP","Algumas exceções
podem sair","1"
2020-10-30,"Amapa","AP","Algumas exceções
podem sair","1"
2020-10-31,"Amapa","AP","Algumas exceções
podem sair","1"
2020-11-01,"Amapa","AP","Algumas exceções
podem sair","1"
2020-11-02,"Amapa","AP","Algumas exceções
podem sair","1"
2020-11-03,"Amapa","AP","Algumas exceções
podem sair","1"
2020-11-04,"Amapa","AP","Algumas exceções
podem sair","1"
2020-11-05,"Amapa","AP","Algumas exceções
podem sair","1"
2020-11-06,"Amapa","AP","Algumas exceções
podem sair","1"
2020-11-07,"Amapa","AP","Algumas exceções
podem sair","1"
2020-11-08,"Amapa","AP","Algumas exceções
podem sair","1"
2020-11-09,"Amapa","AP","Algumas exceções
podem sair","1"
2020-11-10,"Amapa","AP","Algumas exceções
podem sair","1"
2020-11-11,"Amapa","AP","Algumas exceções
podem sair","1"
2020-11-12,"Amapa","AP","Algumas exceções
podem sair","1"
2020-11-13,"Amapa","AP","Algumas exceções
podem sair","1"
2020-11-14,"Amapa","AP","Algumas exceções
podem sair","1"
2020-11-15,"Amapa","AP","Algumas exceções
podem sair","1"
2020-11-16,"Amapa","AP","Algumas exceções
podem sair","1"
2020-11-17,"Amapa","AP","Algumas exceções
podem sair","1"
2020-11-18,"Amapa","AP","Algumas exceções
podem sair","1"
2020-11-19,"Amapa","AP","Algumas exceções
podem sair","1"
2020-11-20,"Amapa","AP","Algumas exceções
podem sair","1"
2020-11-21,"Amapa","AP","Algumas exceções
podem sair","1"
2020-11-22,"Amapa","AP","Algumas exceções
podem sair","1"
2020-11-23,"Amapa","AP","Algumas exceções
podem sair","1"
2020-11-24,"Amapa","AP","Algumas exceções
podem sair","1"
2020-11-25,"Amapa","AP","Algumas exceções
podem sair","1"
2020-11-26,"Amapa","AP","Algumas exceções
podem sair","1"
2020-11-27,"Amapa","AP","Algumas exceções
podem sair","1"
2020-11-28,"Amapa","AP","Algumas exceções
podem sair","1"
2020-11-29,"Amapa","AP","Algumas exceções
podem sair","1"
2020-11-30,"Amapa","AP","Algumas exceções
podem sair","1"
2020-12-01,"Amapa","AP","Algumas exceções
podem sair","1"
2020-12-02,"Amapa","AP","Algumas exceções
podem sair","1"
2020-12-03,"Amapa","AP","Algumas exceções
podem sair","1"
2020-12-04,"Amapa","AP","Algumas exceções
podem sair","1"
2020-12-05,"Amapa","AP","Algumas exceções
podem sair","1"
2020-12-06,"Amapa","AP","Algumas exceções
podem sair","1"
2020-12-07,"Amapa","AP","Algumas exceções
podem sair","1"
2020-12-08,"Amapa","AP","Algumas exceções
podem sair","1"
2020-12-09,"Amapa","AP","Algumas exceções
podem sair","1"
2020-12-10,"Amapa","AP","Algumas exceções
podem sair","1"
2020-12-11,"Amapa","AP","Algumas exceções
podem sair","1"
2020-12-12,"Amapa","AP","Algumas exceções
podem sair","1"
2020-12-13,"Amapa","AP","Algumas exceções
podem sair","1"
2020-12-14,"Amapa","AP","Algumas exceções
podem sair","1"
2020-12-15,"Amapa","AP","Algumas exceções
podem sair","1"
2020-12-16,"Amapa","AP","Algumas exceções
podem sair","1"
2020-12-17,"Amapa","AP","Algumas exceções
podem sair","1"
2020-12-18,"Amapa","AP","Algumas exceções
podem sair","1"
2020-12-19,"Amapa","AP","Algumas exceções
podem sair","1"
2020-12-20,"Amapa","AP","Algumas exceções
podem sair","1"
2020-12-21,"Amapa","AP","Algumas exceções
podem sair","1"
2020-12-22,"Amapa","AP","Algumas exceções
podem sair","1"
2020-12-23,"Amapa","AP","Algumas exceções
podem sair","1"
2020-12-24,"Amapa","AP","Algumas exceções
podem sair","1"
2020-12-25,"Amapa","AP","Algumas exceções
podem sair","1"
2020-12-26,"Amapa","AP","Algumas exceções
podem sair","1"
2020-12-27,"Amapa","AP","Algumas exceções
podem sair","1"
2020-12-28,"Amapa","AP","Algumas exceções
podem sair","1"
2020-12-29,"Amapa","AP","Algumas exceções
podem sair","1"
2020-12-30,"Amapa","AP","Algumas exceções
podem sair","1"
2020-12-31,"Amapa","AP","Algumas exceções
podem sair","1"
2021-01-01,"Amapa","AP","Algumas exceções
podem sair","1"
2021-01-02,"Amapa","AP","Algumas exceções
podem sair","1"
2021-01-03,"Amapa","AP","Algumas exceções
podem sair","1"
2021-01-04,"Amapa","AP","Algumas exceções
podem sair","1"
2021-01-05,"Amapa","AP","Algumas exceções
podem sair","1"
2021-01-06,"Amapa","AP","Algumas exceções
podem sair","1"
2021-01-07,"Amapa","AP","Algumas exceções
podem sair","1"
2021-01-08,"Amapa","AP","Algumas exceções
podem sair","1"
2021-01-09,"Amapa","AP","Algumas exceções
podem sair","1"
2021-01-10,"Amapa","AP","Algumas exceções
podem sair","1"
2021-01-11,"Amapa","AP","Algumas exceções
podem sair","1"
2021-01-12,"Amapa","AP","Algumas exceções
podem sair","1"
2021-01-13,"Amapa","AP","Algumas exceções
podem sair","1"
2021-01-14,"Amapa","AP","Algumas exceções
podem sair","1"
2021-01-15,"Amapa","AP","Algumas exceções
podem sair","1"
2021-01-16,"Amapa","AP","Algumas exceções
podem sair","1"
2021-01-17,"Amapa","AP","Algumas exceções
podem sair","1"
2021-01-18,"Amapa","AP","Algumas exceções
podem sair","1"
2021-01-19,"Amapa","AP","Algumas exceções
podem sair","1"
2021-01-20,"Amapa","AP","Algumas exceções
podem sair","1"
2021-01-21,"Amapa","AP","Algumas exceções
podem sair","1"
2021-01-22,"Amapa","AP","Algumas exceções
podem sair","1"
2021-01-23,"Amapa","AP","Algumas exceções
podem sair","1"
2021-01-24,"Amapa","AP","Algumas exceções
podem sair","1"
2021-01-25,"Amapa","AP","Algumas exceções
podem sair","1"
2021-01-26,"Amapa","AP","Algumas exceções
podem sair","1"
2021-01-27,"Amapa","AP","Algumas exceções
podem sair","1"
2021-01-28,"Amapa","AP","Algumas exceções
podem sair","1"
2021-01-29,"Amapa","AP","Algumas exceções
podem sair","1"
2021-01-30,"Amapa","AP","Algumas exceções
podem sair","1"
2021-01-31,"Amapa","AP","Algumas exceções
podem sair","1"
2021-02-01,"Amapa","AP","Algumas exceções
podem sair","1"
2021-02-02,"Amapa","AP","Algumas exceções
podem sair","1"
2021-02-03,"Amapa","AP","Algumas exceções
podem sair","1"
2021-02-04,"Amapa","AP","Algumas exceções
podem sair","1"
2021-02-05,"Amapa","AP","Algumas exceções
podem sair","1"
2021-02-06,"Amapa","AP","Algumas exceções
podem sair","1"
2021-02-07,"Amapa","AP","Algumas exceções
podem sair","1"
2021-02-08,"Amapa","AP","Algumas exceções
podem sair","1"
2021-02-09,"Amapa","AP","Algumas exceções
podem sair","1"
2021-02-10,"Amapa","AP","Algumas exceções
podem sair","1"
2021-02-11,"Amapa","AP","Algumas exceções
podem sair","1"
2021-02-12,"Amapa","AP","Algumas exceções
podem sair","1"
2021-02-13,"Amapa","AP","Algumas exceções
podem sair","1"
2021-02-14,"Amapa","AP","Algumas exceções
podem sair","1"
2021-02-15,"Amapa","AP","Algumas exceções
podem sair","1"
2021-02-16,"Amapa","AP","Algumas exceções
podem sair","1"
2021-02-17,"Amapa","AP","Algumas exceções
podem sair","1"
2021-02-18,"Amapa","AP","Algumas exceções
podem sair","1"
2021-02-19,"Amapa","AP","Algumas exceções
podem sair","1"
2021-02-20,"Amapa","AP","Algumas exceções
podem sair","1"
2021-02-21,"Amapa","AP","Algumas exceções
podem sair","1"
2021-02-22,"Amapa","AP","Algumas exceções
podem sair","1"
2021-02-23,"Amapa","AP","Algumas exceções
podem sair","1"
2021-02-24,"Amapa","AP","Algumas exceções
podem sair","1"
2021-02-25,"Amapa","AP","Algumas exceções
podem sair","1"
2021-02-26,"Amapa","AP","Algumas exceções
podem sair","1"
2021-02-27,"Amapa","AP","Algumas exceções
podem sair","1"
2021-02-28,"Amapa","AP","Algumas exceções
podem sair","1"
2021-03-01,"Amapa","AP","Algumas exceções
podem sair","1"
2021-03-02,"Amapa","AP","Algumas exceções
podem sair","1"
2021-03-03,"Amapa","AP","Algumas exceções
podem sair","1"
2021-03-04,"Amapa","AP","Algumas exceções
podem sair","1"
2021-03-05,"Amapa","AP","Algumas exceções
podem sair","1"
2021-03-06,"Amapa","AP","Algumas exceções
podem sair","1"
2021-03-07,"Amapa","AP","Algumas exceções
podem sair","1"
2021-03-08,"Amapa","AP","Algumas exceções
podem sair","1"
2021-03-09,"Amapa","AP","Algumas exceções
podem sair","1"
2021-03-10,"Amapa","AP","Algumas exceções
podem sair","1"
2021-03-11,"Amapa","AP","Algumas exceções
podem sair","1"
2021-03-12,"Amapa","AP","Algumas exceções
podem sair","1"
2021-03-13,"Amapa","AP","Algumas exceções
podem sair","1"
2021-03-14,"Amapa","AP","Algumas exceções
podem sair","1"
2021-03-15,"Amapa","AP","Algumas exceções
podem sair","1"
2021-03-16,"Amapa","AP","Algumas exceções
podem sair","1"
2021-03-17,"Amapa","AP","Algumas exceções
podem sair","1"
2021-03-18,"Amapa","AP","Algumas exceções
podem sair","1"
2021-03-19,"Amapa","AP","Algumas exceções
podem sair","1"
2021-03-20,"Amapa","AP","Algumas exceções
podem sair","1"
2021-03-21,"Amapa","AP","Algumas exceções
podem sair","1"
2021-03-22,"Amapa","AP","Algumas exceções
podem sair","1"
2021-03-23,"Amapa","AP","Algumas exceções
podem sair","1"
2021-03-24,"Amapa","AP","Algumas exceções
podem sair","1"
2021-03-25,"Amapa","AP","Dados indisponíveis",NA
2021-03-26,"Amapa","AP","Dados indisponíveis",NA
2021-03-27,"Amapa","AP","Dados indisponíveis",NA
2021-03-28,"Amapa","AP","Dados indisponíveis",NA
2021-03-29,"Amapa","AP","Dados indisponíveis",NA
2021-03-30,"Amapa","AP","Dados indisponíveis",NA
2021-03-31,"Amapa","AP","Dados indisponíveis",NA
2021-04-01,"Amapa","AP","Dados indisponíveis",NA
2021-04-02,"Amapa","AP","Dados indisponíveis",NA
2020-01-01,"Amazonas","AM","Sem medida",NA
2020-01-02,"Amazonas","AM","Sem medida",NA
2020-01-03,"Amazonas","AM","Sem medida",NA
2020-01-04,"Amazonas","AM","Sem medida",NA
2020-01-05,"Amazonas","AM","Sem medida",NA
2020-01-06,"Amazonas","AM","Sem medida",NA
2020-01-07,"Amazonas","AM","Sem medida",NA
2020-01-08,"Amazonas","AM","Sem medida",NA
2020-01-09,"Amazonas","AM","Sem medida",NA
2020-01-10,"Amazonas","AM","Sem medida",NA
2020-01-11,"Amazonas","AM","Sem medida",NA
2020-01-12,"Amazonas","AM","Sem medida",NA
2020-01-13,"Amazonas","AM","Sem medida",NA
2020-01-14,"Amazonas","AM","Sem medida",NA
2020-01-15,"Amazonas","AM","Sem medida",NA
2020-01-16,"Amazonas","AM","Sem medida",NA
2020-01-17,"Amazonas","AM","Sem medida",NA
2020-01-18,"Amazonas","AM","Sem medida",NA
2020-01-19,"Amazonas","AM","Sem medida",NA
2020-01-20,"Amazonas","AM","Sem medida",NA
2020-01-21,"Amazonas","AM","Sem medida",NA
2020-01-22,"Amazonas","AM","Sem medida",NA
2020-01-23,"Amazonas","AM","Sem medida",NA
2020-01-24,"Amazonas","AM","Sem medida",NA
2020-01-25,"Amazonas","AM","Sem medida",NA
2020-01-26,"Amazonas","AM","Sem medida",NA
2020-01-27,"Amazonas","AM","Sem medida",NA
2020-01-28,"Amazonas","AM","Sem medida",NA
2020-01-29,"Amazonas","AM","Sem medida",NA
2020-01-30,"Amazonas","AM","Sem medida",NA
2020-01-31,"Amazonas","AM","Sem medida",NA
2020-02-01,"Amazonas","AM","Sem medida",NA
2020-02-02,"Amazonas","AM","Sem medida",NA
2020-02-03,"Amazonas","AM","Sem medida",NA
2020-02-04,"Amazonas","AM","Sem medida",NA
2020-02-05,"Amazonas","AM","Sem medida",NA
2020-02-06,"Amazonas","AM","Sem medida",NA
2020-02-07,"Amazonas","AM","Sem medida",NA
2020-02-08,"Amazonas","AM","Sem medida",NA
2020-02-09,"Amazonas","AM","Sem medida",NA
2020-02-10,"Amazonas","AM","Sem medida",NA
2020-02-11,"Amazonas","AM","Sem medida",NA
2020-02-12,"Amazonas","AM","Sem medida",NA
2020-02-13,"Amazonas","AM","Sem medida",NA
2020-02-14,"Amazonas","AM","Sem medida",NA
2020-02-15,"Amazonas","AM","Sem medida",NA
2020-02-16,"Amazonas","AM","Sem medida",NA
2020-02-17,"Amazonas","AM","Sem medida",NA
2020-02-18,"Amazonas","AM","Sem medida",NA
2020-02-19,"Amazonas","AM","Sem medida",NA
2020-02-20,"Amazonas","AM","Sem medida",NA
2020-02-21,"Amazonas","AM","Sem medida",NA
2020-02-22,"Amazonas","AM","Sem medida",NA
2020-02-23,"Amazonas","AM","Sem medida",NA
2020-02-24,"Amazonas","AM","Sem medida",NA
2020-02-25,"Amazonas","AM","Sem medida",NA
2020-02-26,"Amazonas","AM","Sem medida",NA
2020-02-27,"Amazonas","AM","Sem medida",NA
2020-02-28,"Amazonas","AM","Sem medida",NA
2020-02-29,"Amazonas","AM","Sem medida",NA
2020-03-01,"Amazonas","AM","Sem medida",NA
2020-03-02,"Amazonas","AM","Sem medida",NA
2020-03-03,"Amazonas","AM","Sem medida",NA
2020-03-04,"Amazonas","AM","Sem medida",NA
2020-03-05,"Amazonas","AM","Sem medida",NA
2020-03-06,"Amazonas","AM","Sem medida",NA
2020-03-07,"Amazonas","AM","Sem medida",NA
2020-03-08,"Amazonas","AM","Sem medida",NA
2020-03-09,"Amazonas","AM","Sem medida",NA
2020-03-10,"Amazonas","AM","Sem medida",NA
2020-03-11,"Amazonas","AM","Sem medida",NA
2020-03-12,"Amazonas","AM","Sem medida",NA
2020-03-13,"Amazonas","AM","Sem medida",NA
2020-03-14,"Amazonas","AM","Sem medida",NA
2020-03-15,"Amazonas","AM","Sem medida",NA
2020-03-16,"Amazonas","AM","Recomendado ficar
em casa","0"
2020-03-17,"Amazonas","AM","Recomendado ficar
em casa","0"
2020-03-18,"Amazonas","AM","Recomendado ficar
em casa","0"
2020-03-19,"Amazonas","AM","Recomendado ficar
em casa","0"
2020-03-20,"Amazonas","AM","Recomendado ficar
em casa","0"
2020-03-21,"Amazonas","AM","Recomendado ficar
em casa","0"
2020-03-22,"Amazonas","AM","Recomendado ficar
em casa","0"
2020-03-23,"Amazonas","AM","Recomendado ficar
em casa","1"
2020-03-24,"Amazonas","AM","Recomendado ficar
em casa","1"
2020-03-25,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-03-26,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-03-27,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-03-28,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-03-29,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-03-30,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-03-31,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-04-01,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-04-02,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-04-03,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-04-04,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-04-05,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-04-06,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-04-07,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-04-08,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-04-09,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-04-10,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-04-11,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-04-12,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-04-13,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-04-14,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-04-15,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-04-16,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-04-17,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-04-18,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-04-19,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-04-20,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-04-21,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-04-22,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-04-23,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-04-24,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-04-25,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-04-26,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-04-27,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-04-28,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-04-29,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-04-30,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-05-01,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-05-02,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-05-03,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-05-04,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-05-05,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-05-06,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-05-07,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-05-08,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-05-09,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-05-10,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-05-11,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-05-12,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-05-13,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-05-14,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-05-15,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-05-16,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-05-17,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-05-18,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-05-19,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-05-20,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-05-21,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-05-22,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-05-23,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-05-24,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-05-25,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-05-26,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-05-27,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-05-28,"Amazonas","AM","Algumas exceções
podem sair","0"
2020-05-29,"Amazonas","AM","Algumas exceções
podem sair","0"
